Americamysis bahia_acute,Americamysis bahia_chronic,Artemia salina_acute,Brachionus plicatilis_acute,Chaetogammarus marinus_acute,Crangon septemspinosa_acute,Crassostrea virginica_acute,Cyprinodon variegatus_acute,Cyprinodon variegatus_chronic,Danio rerio_chronic,Farfantepenaeus duorarum_acute,Fundulus heteroclitus_acute,Fundulus heteroclitus_chronic,Gadus morhua_chronic,Gasterosteus aculeatus_acute,Lepeophtheirus salmonis_acute,Lepomis macrochirus_acute,Litopenaeus vannamei_acute,Menidia beryllina_acute,Menidia menidia_acute,Mytilus galloprovincialis_chronic,Nitocra spinipes_acute,Oncorhynchus mykiss_chronic,Oncorhynchus mykiss_acute,Oryzias melastigma_chronic,Palaemonetes pugio_acute,Palaemonetes pugio_chronic,Palaemonetes sp._acute,Pimephales promelas_acute,Pimephales promelas_chronic,Raphidocelis subcapitata_acute,Rivulus marmoratus_chronic,Scolelepis fulginosa_acute,Skeletonema costatum_acute,Skeletonema costatum_chronic,Dunaliella tertiolecta_acute,Isochrysis galbana_acute,Phaeodactylum tricornutum_acute,smiles,duration,group
,,,,,,,,,,,,,,,,-1.142667504,,,,,,,,,,,,,,,,,,,,,,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC,4,training
,,,,,,,,,,,,,,,,1.857332496,,,,,,,,,,,,,,,,,,,,,,COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC(F)F)OC(F)F,4,training
,,,,,,,,,,,,,,,,-0.847711655,,,,,,,,,,,,,,,,,,,,,,CN=C=S,4,training
,,,,,,,,,,,,,,,,-3.15490196,,,,,,,,,,,,,,,,,,,,,,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3,4,training
,,,,,,,,,,,,,,,,0.367355921,,,,,,,,,,,,,,,,,,,,,,CC1(C(=O)N(C(=O)N1Cl)Cl)C,4,training
,,,,,,,,,,,,,,,,1.447158031,,,,,,,,,,,,,,,,,,,,,,C(CNC(=S)[S-])NC(=S)[S-].[Na+].[Na+],4,training
,,,,,,,,,,,,,,,,1.342422681,,,,,,,,,,,,,,,,,,,,,,CN(C)C1=CC=C(C=C1)N=NS(=O)(=O)[O-].[Na+],4,training
,,,,,,,,,,,,,,,,1.612783857,,,,,,,,,,,,,,,,,,,,,,COC(=O)NC(=S)NC1=CC=CC=C1NC(=S)NC(=O)OC,4,training
,,,,,,,,,,,,,,,,-0.494850022,,,,,,,,,,,,,,,,,,,,,,CC1CC2=C(C1NC3=NC(=NC(=N3)N)C(C)F)C=C(C=C2)C,4,training
,,,,,,,,,,,,,,,,-2.124938736,,,,,,,,,,,,,,,,,,,,,,C1=CC=C2C=C3C=CC=CC3=CC2=C1,4,training
,,,,,,,,,,,,,,,,1.780317312,,,,,,,,,,,,,,,,,,,,,,Cl[Ni]Cl,4,training
,,,,,,,,,,,,,,,,-2.013228266,,,,,,,,,,,,,,,,,,,,,,C1=CC=C2C=C3C=CC=CC3=CC2=C1,2,training
,,,,,,,,,,,,,,,,-1.337242168,,,,,,,,,,,,,,,,,,,,,,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,4,training
,,,,,,,,,,,,,,,,-0.522878745,,,,,,,,,,,,,,,,,,,,,,CCOP(=S)(OCC)SCN1C2=C(C=C(C=C2)Cl)OC1=O,1,training
,,,,,,,,,,,,,,,,0.69019608,,,,,,,,,,,,,,,,,,,,,,CCCCOC(=O)COC1=C(C=C(C=C1)Cl)Cl,1,training
,,,,,,,,,,,,,,,,-3.678826338,,,,,,,,,,,,,,,,,,,,,,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,4,training
,,,,,,,,,,,,,,,,2.079181246,,,,,,,,,,,,,,,,,,,,,,CN(C)P(=O)(N(C)C)OP(=O)(N(C)C)N(C)C,4,training
,,,,,,,,,,,,,,,,3.146128036,,,,,,,,,,,,,,,,,,,,,,CC(C)O,3,training
,,,,,,,,,,,,,,,,-2.251811973,,,,,,,,,,,,,,,,,,,,,,CCOP(=S)(CC)SC1=CC=CC=C1,4,training
,,,,,,,,,,,,,,,,-2.48148606,,,,,,,,,,,,,,,,,,,,,,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,2,training
,,,,,,,,,,,,,,,,0.880813592,,,,,,,,,,,,,,,,,,,,,,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)Cl,2,training
,,,,,,,,,,,,,,,,-0.555955204,,,,,,,,,,,,,,,,,,,,,,C1=C(C=C(C=C1Cl)Cl)C2=CC(=CC(=C2)Cl)Cl,4,training
,,,,,,,,,,,,,,,,-0.974694135,,,,,,,,,,,,,,,,,,,,,,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O.C(CO)N,1,training
,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,C1=CC2C(C(C1O2)C(=O)[O-])C(=O)[O-].[Na+].[Na+],3,training
,,,,,,,,,,,,,,,,0.008600172,,,,,,,,,,,,,,,,,,,,,,C1=CC2C(C(C1O2)C(=O)[O-])C(=O)[O-].[Na+].[Na+],1,training
,,,,,,,,,,,,,,,,1.230448921,,,,,,,,,,,,,,,,,,,,,,CC1=CC=CC=C1,1,training
,,,,,,,,,,,,,,,,0.602059991,,,,,,,,,,,,,,,,,,,,,,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,4,training
,,,,,,,,,,,,,,,,1.602059991,,,,,,,,,,,,,,,,,,,,,,C(C(Cl)Cl)Cl,1,training
,,,,,,,,,,,,,,,,-1.568636236,,,,,,,,,,,,,,,,,,,,,,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,2,training
,,,,,,,,,,,,,,,,-1.13667714,,,,,,,,,,,,,,,,,,,,,,CCOP(=S)(OCC)SC1C(OCCO1)SP(=S)(OCC)OCC,2,training
,,,,,,,,,,,,,,,,-1.15490196,,,,,,,,,,,,,,,,,,,,,,CCOP(=S)(OCC)SCCSCC,2,training
,,,,,,,,,,,,,,,,-0.958607315,,,,,,,,,,,,,,,,,,,,,,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,2,training
,,,,,,,,,,,,,,,,-1.045757491,,,,,,,,,,,,,,,,,,,,,,CCOP(=S)(OCC)SC1C(OCCO1)SP(=S)(OCC)OCC,1,training
,,,,,,,,,,,,,,,,2.574031268,,,,,,,,,,,,,,,,,,,,,,C(CO)N,1,training
,,,,,,,,,,,,,,,,-2.055517328,,,,,,,,,,,,,,,,,,,,,,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl,4,training
,,,,,,,,,,,,,,,,1.250420002,,,,,,,,,,,,,,,,,,,,,,CCCCCCCCCCC(C)C1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],1,training
,,,,,,,,,,,,,,,,-1.397940009,,,,,,,,,,,,,,,,,,,,,,COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl,4,training
,,,,,,,,,,,,,,,,0.301029996,,,,,,,,,,,,,,,,,,,,,,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],4,training
,,,,,,,,,,,,,,,,1.491732787,,,,,,,,,,,,,,,,,,,,,,C1=CC=C2C=CC=CC2=C1,4,training
,,,,,,,,,,,,,,,,1.620136055,,,,,,,,,,,,,,,,,,,,,,Cl[Ni]Cl,1,training
,,,,,,,,,,,,,,,,1.389166085,,,,,,,,,,,,,,,,,,,,,,Cl[Pb]Cl,2,training
,,,,,,,,,,,,,,,,-0.818156412,,,,,,,,,,,,,,,,,,,,,,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O.C(CO)N,4,training
,,,,,,,,,,,,,,,,-2.619788758,,,,,,,,,,,,,,,,,,,,,,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,4,training
,,,,,,,,,,,,,,,,-2.080921908,,,,,,,,,,,,,,,,,,,,,,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,4,training
,,,,,,,,,,,,,,,,-0.744727495,,,,,,,,,,,,,,,,,,,,,,COP(=O)(OC)OC(C(Cl)(Cl)Br)Br,4,training
,,,,,,,,,,,,,,,,-0.318758763,,,,,,,,,,,,,,,,,,,,,,COP(=O)(OC)OC=C(Cl)Cl,4,training
,,,,,,,,,,,,,,,,1.367355921,,,,,,,,,,,,,,,,,,,,,,C(CCl)O,3,training
,,,,,,,,,,,,,,,,2.255272505,,,,,,,,,,,,,,,,,,,,,,C12(C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl,4,training
,,,,,,,,,,,,,,,,0.875061264,,,,,,,,,,,,,,,,,,,,,,CCCCCCCCCCCCCOCCO,4,training
,,,,,,,,,,,,,,,,-2.366531544,,,,,,,,,,,,,,,,,,,,,,CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C(C(Br)(Br)Br)Br)C,2,training
,,,,,,,,,,,,,,,,-0.806875402,,,,,,,,,,,,,,,,,,,,,,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,3,training
,,,,,,,,,,,,,,,,0.843232778,,,,,,,,,,,,,,,,,,,,,,CNC(=O)OC1=CC=CC2=CC=CC=C21,4,training
,,,,,,,,,,,,,,,,0.394451681,,,,,,,,,,,,,,,,,,,,,,CN1CN(C(=S)SC1)C,4,training
,,,,,,,,,,,,,,,,-0.096910013,,,,,,,,,,,,,,,,,,,,,,CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-],4,training
,,,,,,,,,,,,,,,,-0.91721463,,,,,,,,,,,,,,,,,,,,,,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,2,training
,,,,,,,,,,,,,,,,2.740362689,,,,,,,,,,,,,,,,,,,,,,CC(Cl)Cl,4,training
,,,,,,,,,,,,,,,,1.457881897,,,,,,,,,,,,,,,,,,,,,,C1C=CC2C1C3CC2C=C3,2,training
,,,,,,,,,,,,,,,,1.626648269,,,,,,,,,,,,,,,,,,,,,,C1CCCCC1,1,training
,,,,,,,,,,,,,,,,1.071882007,,,,,,,,,,,,,,,,,,,,,,C=CC#N,4,training
,,,,,,,,,,,,,,,,1.301029996,,,,,,,,,,,,,,,,,,,,,,C12(C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl,4,training
,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,C1=CC=C(C=C1)CO,4,training
,,,,,,,,,,,,,,,,1.626648269,,,,,,,,,,,,,,,,,,,,,,C=CCCl,2,training
,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,CC(=O)[O-].[Na+],4,training
,,,,,,,,,,,,,,,,1.505149978,,,,,,,,,,,,,,,,,,,,,,CCC1=CC=CC=C1,4,training
,,,,,,,,,,,,,,,,0.959994838,,,,,,,,,,,,,,,,,,,,,,COC(=O)C1=CC=CC=C1N,3,training
,,,,,,,,,,,,,,,,3.934498451,,,,,,,,,,,,,,,,,,,,,,C(=O)(O)[O-].[Na+],4,training
,,,,,,,,,,,,,,,,-2.080921908,,,,,,,,,,,,,,,,,,,,,,CC1=C(C=C(C(=C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])Cl)O)C(C)(C)C)Cl,1,training
,,,,,,,,,,,,,,,,-1.747146969,,,,,,,,,,,,,,,,,,,,,,CC1=C(C=C(C(=C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])Cl)O)C(C)(C)C)Cl,0.125,training
,,,,,,,,,,,,,,,,-2.337242168,,,,,,,,,,,,,,,,,,,,,,C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,1,training
,,,,,,,,,,,,,,,,1.959041393,,,,,,,,,,,,,,,,,,,,,,CC(C(=O)O)OC1=CC(=C(C=C1Cl)Cl)Cl,2,training
,,,,,,,,,,,,,,,,2.72427587,,,,,,,,,,,,,,,,,,,,,,CCCCCCCCCC,4,training
,,,,,,,,,,,,,,,,-2.124938736,,,,,,,,,,,,,,,,,,,,,,CCCSCSP(=S)(OCC)OCC,2,training
,,,,,,,,,,,,,,,,2.120573931,,,,,,,,,,,,,,,,,,,,,,CC(=O)[O-].[Tl+],4,training
,,,,,,,,,,,,,,,,0.568201724,,,,,,,,,,,,,,,,,,,,,,CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC,2,training
,,,,,,,,,,,,,,,,1.959041393,,,,,,,,,,,,,,,,,,,,,,C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31.[Br-].[Br-],1,training
,,,,,,,,,,,,,,,,1.209515014,,,,,,,,,,,,,,,,,,,,,,C1=CC(=C(C(=C1)Cl)C#N)Cl,2,training
,,,,,,,,,,,,,,,,1.991226076,,,,,,,,,,,,,,,,,,,,,,CCC(Cl)Cl,1,training
,,,,,,,,,,,,,,,,1.164352856,,,,,,,,,,,,,,,,,,,,,,C1=CC(=C(C(=C1)Cl)C#N)Cl,3,training
,,,,,,,,,,,,,,,,1.113943352,,,,,,,,,,,,,,,,,,,,,,C(=C(Cl)Cl)(Cl)Cl,4,training
,,,,,,,,,,,,,,,,1.646403726,,,,,,,,,,,,,,,,,,,,,,C1C=CC2C1C3CC2C=C3,2,training
,,,,,,,,,,,,,,,,3.875061264,,,,,,,,,,,,,,,,,,,,,,COCCOCCO,4,training
,,,,,,,,,,,,,,,,0.204119983,,,,,,,,,,,,,,,,,,,,,,C=C1C(C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)(CCl)CCl,1.5,training
,,,,,,,,,,,,,,,,1.278753601,,,,,,,,,,,,,,,,,,,,,,C1=CC(=C(C(=C1Cl)CC(=O)[O-])Cl)Cl.[Na+],2,training
,,,,,,,,,,,,,,,,0.602059991,,,,,,,,,,,,,,,,,,,,,,CC(=CC(=O)NC)OP(=O)(OC)OC,4,training
,,,,,,,,,,,,,,,,1.69019608,,,,,,,,,,,,,,,,,,,,,,C1=CC=C(C=C1)N,4,training
,,,,,,,,,,,,,,,,-1.26760624,,,,,,,,,,,,,,,,,,,,,,C1=CC(=C(C(=C1)Cl)Cl)C2=C(C(=C(C=C2)Cl)Cl)Cl,25,training
,,,,,,,,,,,,,,,,0.322219295,,,,,,,,,,,,,,,,,,,,,,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,1,training
,,,,,,,,,,,,,,,,-1.13667714,,,,,,,,,,,,,,,,,,,,,,C1=CC(=C(C=C1[N+](=O)[O-])Cl)NC(=O)C2=C(C=CC(=C2)Cl)O.C(CO)N,2,training
,,,,,,,,,,,,,,,,1.707570176,,,,,,,,,,,,,,,,,,,,,,C1=CC=C(C=C1)OC2=CC=C(C=C2)Br,1,training
,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ca+2],4,training
,,,,,,,,,,,,,,,,3.698970004,,,,,,,,,,,,,,,,,,,,,,CCCC(=O)[O-].[Na+],1,training
,,,,,,,,,,,,,,,,0.10720997,,,,,,,,,,,,,,,,,,,,,,CCCCOCCOC(=O)C(C)OC1=CC(=C(C=C1Cl)Cl)Cl,0.25,training
,,,,,,,,,,,,,,,,-0.142667504,,,,,,,,,,,,,,,,,,,,,,CCCCOCCOC(=O)C(C)OC1=CC(=C(C=C1Cl)Cl)Cl,0.5,training
,,,,,,,,,,,,,,,,0.361727836,,,,,,,,,,,,,,,,,,,,,,C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,1,training
,,,,,,,,,,,,,,,,-1.48148606,,,,,,,,,,,,,,,,,,,,,,C=CC=O,4,training
,,,,,,,,,,,,,,,,3.602059991,,,,,,,,,,,,,,,,,,,,,,C(=O)(C(=O)[O-])[O-].[Na+].[Na+],1,training
,,,,,,,,,,,,,,,,1.178976947,,,,,,,,,,,,,,,,,,,,,,CCOC(=O)C1=CC=C(C=C1)N,4,training
,,,,,,,,,,,,,,,,-0.679853714,,,,,,,,,,,,,,,,,,,,,,CCCCCCCCCC1=CC=CC=C1O,4,training
,,,,,,,,,,,,,,,,0.123851641,,,,,,,,,,,,,,,,,,,,,,C(C(CBr)Br)OP(=O)(OCC(CBr)Br)OCC(CBr)Br,4,training
,,,,,,,,,,,,,,,,0.403120521,,,,,,,,,,,,,,,,,,,,,,C(C(CBr)Br)OP(=O)(OCC(CBr)Br)OCC(CBr)Br,1,training
,,,,,,,,,,,,,,,,1.770852012,,,,,,,,,,,,,,,,,,,,,,C1=C(C=C(C(=C1Cl)Cl)Cl)Cl,1,training
,,,,,,,,,,,,,,,,-0.207608311,,,,,,,,,,,,,,,,,,,,,,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,4,training
,,,,,,,,,,,,,,,,1.322219295,,,,,,,,,,,,,,,,,,,,,,C(C(Cl)Cl)(Cl)Cl,1,training
,,,,,,,,,,,,,,,,-1.408935393,,,,,,,,,,,,,,,,,,,,,,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,2,training
,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,CC(C)OC(=S)[S-].[Na+],1,training
,,,,,,,,,,,,,,,,-1.37675071,,,,,,,,,,,,,,,,,,,,,,CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl,1,training
,,,,,,,,,,,,,,,,1.017033339,,,,,,,,,,,,,,,,,,,,,,CC(C)CCCCCOC(=O)COC1=CC(=C(C=C1Cl)Cl)Cl,1,training
,,,,,,,,,,,,,,,,-0.619788758,,,,,,,,,,,,,,,,,,,,,,CC1=C(C=CC(=C1)OC(=O)NC)N(C)C,1,training
,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F,1,training
,,,,,,,,,,,,,,,,-1.795880017,,,,,,,,,,,,,,,,,,,,,,CCOP(=S)(OCC)SC1C(OCCO1)SP(=S)(OCC)OCC,1,training
,,,,,,,,,,,,,,,,-3.698970004,,,,,,,,,,,,,,,,,,,,,,CC1(C(C1C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C=C4CCCC4)C,1,training
,,,,,,,,,,,,,,,,1.50242712,,,,,,,,,,,,,,,,,,,,,,CC(C)NC1=NC(=NC(=N1)NC2CC2)Cl,1,training
,,,,,,,,,,,,,,,,0.491361694,,,,,,,,,,,,,,,,,,,,,,CC1=C(C=CC(=C1)OC(=O)NC)N(C)C,4,training
,,,,,,,,,,,,,,,,2.477121255,,,,,,,,,,,,,,,,,,,,,,C(CO)N,4,training
,,,,,,,,,,,,,,,,1.974971994,,,,,,,,,,,,,,,,,,,,,,CC1=CC(=C(C=C1NC(=O)C)NS(=O)(=O)C(F)(F)F)C.C(CO)NCCO,4,training
,,,,,,,,,,,,,,,,-2.920818754,,,,,,,,,,,,,,,,,,,,,,CC(C)C(C(=O)OC(C#N)C1=CC(=CC=C1)OC2=CC=CC=C2)NC3=C(C=C(C=C3)C(F)(F)F)Cl,4,training
,,,,,,,,,,,,,,,,2.255272505,,,,,,,,,,,,,,,,,,,,,,COC(=O)[N-]S(=O)(=O)C1=CC=C(C=C1)N.[Na+],4,training
,,,,,,,,,,,,,,,,-0.22184875,,,,,,,,,,,,,,,,,,,,,,C1(=C(C(C(=C1Cl)Cl)(C2(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,4,training
,,,,,,,,,,,,,,,,0.079181246,,,,,,,,,,,,,,,,,,,,,,CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,4,training
,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2OCCCl,4,training
,,,,,,,,,,,,,,,,-0.107348966,,,,,,,,,,,,,,,,,,,,,,CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C,4,training
,,,,,,,,,,,,,,,,0.991226076,,,,,,,,,,,,,,,,,,,,,,CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,4,training
,,,,,,,,,,,,,,,,-0.801893001,,,,,,,,,,,,,,,,,,,,,,C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl,4,training
,,,,,,,,,,,,,,,,0.342422681,,,,,,,,,,,,,,,,,,,,,,CCOC(=O)OC1=C(C(=O)NC12CCC(CC2)OC)C3=C(C=CC(=C3)C)C,4,training
,,,,,,,,,,,,,,,,1.95616843,,,,,,,,,,,,,,,,,,,,,,CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-],4,training
,,,,,,,,,,,,,,,,1.049218023,,,,,,,,,,,,,,,,,,,,,,CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,4,training
,,,,,,,,,,,,,,,,-0.568636236,,,,,,,,,,,,,,,,,,,,,,CC1(C(=O)N(C(=O)N1Br)Br)C,4,training
,,,,,,,,,,,,,,,,0.703291378,,,,,,,,,,,,,,,,,,,,,,CCCCCCCCCCO,4,training
,,,,,,,,,,,,,,,,0.716003344,,,,,,,,,,,,,,,,,,,,,,CC1=C(C=CC(=C1)OC(=O)NC)N(C)C,4,training
,,,,,,,,,,,,,,,,-2.346787486,,,,,,,,,,,,,,,,,,,,,,CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)SC)C,4,training
,,,,,,,,,,,,,,,,-1.721246399,,,,,,,,,,,,,,,,,,,,,,CCCSP(=O)(OCC)OC1=C(C=C(C=C1)Br)Cl,4,training
,,,,,,,,,,,,,,,,-0.170696227,,,,,,,,,,,,,,,,,,,,,,C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,2,training
,,,,,,,,,,,,,,,,-0.777283529,,,,,,,,,,,,,,,,,,,,,,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,1,training
,,,,,,,,,,,,,,,,-2.096910013,,,,,,,,,,,,,,,,,,,,,,CC1=C(C(=C(C(=C1F)F)COC(=O)C2C(C2(C)C)C=C(C(F)(F)F)Cl)F)F,4,training
,,,,,,,,,,,,,,,,-0.619788758,,,,,,,,,,,,,,,,,,,,,,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl,4,training
,,,,,,,,,,,,,,,,-0.229147988,,,,,,,,,,,,,,,,,,,,,,CCOP(=S)(OCC)OC(=CCl)C1=C(C=CC(=C1)Cl)Cl,1,training
,,,,,,,,,,,,,,,,-2.494850022,,,,,,,,,,,,,,,,,,,,,,C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl,1,training
,,,,,,,,,,,,,,,,-0.995678626,,,,,,,,,,,,,,,,,,,,,,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,1,training
,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,COP(=O)(C(C(Cl)(Cl)Cl)O)OC,4,training
,,,,,,,,,,,,,,,,1.903089987,,,,,,,,,,,,,,,,,,,,,,CCC1=CC=CC=C1,4,training
,,,,,,,,,,,,,,,,0.255272505,,,,,,,,,,,,,,,,,,,,,,CCCCCCCCCCC(C)C1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],1,training
,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,CN(C)NC(=O)CCC(=O)O,4,training
,,,,,,,,,,,,,,,,0.792391689,,,,,,,,,,,,,,,,,,,,,,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,4,training
,,,,,,,,,,,,,,,,1.505149978,,,,,,,,,,,,,,,,,,,,,,CN(C)C(=O)C(C1=CC=CC=C1)C2=CC=CC=C2,4,training
,,,,,,,,,,,,,,,,-1.397940009,,,,,,,,,,,,,,,,,,,,,,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,4,training
,,,,,,,,,,,,,,,,0.612783857,,,,,,,,,,,,,,,,,,,,,,CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-],4,training
,,,,,,,,,,,,,,,,1.568201724,,,,,,,,,,,,,,,,,,,,,,C1=C(C=C(C(=C1Cl)N)Cl)[N+](=O)[O-],4,training
,,,,,,,,,,,,,,,,-1.488116639,,,,,,,,,,,,,,,,,,,,,,COC1=NN(C(=O)S1)CSP(=S)(OC)OC,4,training
,,,,,,,,,,,,,,,,0.068185862,,,,,,,,,,,,,,,,,,,,,,CC1=CC(=CC(=C1N(C)C)C)OC(=O)NC,1,training
,,,,,,,,,,,,,,,,0.672097858,,,,,,,,,,,,,,,,,,,,,,C1=CC=C2C(=C1)NC(=S)S2,1,training
,,,,,,,,,,,,,,,,0.963787827,,,,,,,,,,,,,,,,,,,,,,COP(=O)(C(C(Cl)(Cl)Cl)O)OC,4,training
,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,C[N+](C)(C)CCCl.[Cl-],4,training
,,,,,,,,,,,,,,,,0.51851394,,,,,,,,,,,,,,,,,,,,,,COP(=O)(C(C(Cl)(Cl)Cl)O)OC,4,training
,,,,,,,,,,,,,,,,0.505149978,,,,,,,,,,,,,,,,,,,,,,CCCCCCCCCCC(C)C1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],2,training
,,,,,,,,,,,,,,,,0.73239376,,,,,,,,,,,,,,,,,,,,,,CCCCCCCCCCC(C)C1=CC=C(C=C1)S(=O)(=O)[O-].[Na+],2,training
,,,,,,,,,,,,,,,,-0.468521083,,,,,,,,,,,,,,,,,,,,,,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,4,training
,,,,,,,,,,,,,,,,0.146128036,,,,,,,,,,,,,,,,,,,,,,CC(C)CCCCCOC(=O)C(C)OC1=CC(=C(C=C1Cl)Cl)Cl,1,training
,,,,,,,,,,,,,,,,0.146128036,,,,,,,,,,,,,,,,,,,,,,CCCCOCCOC(=O)COC1=CC(=C(C=C1Cl)Cl)Cl,2,training
,,,,,,,,,,,,,,,,-0.397940009,,,,,,,,,,,,,,,,,,,,,,C1=CC(=C(C(=C1C2=C(C(=C(C=C2)Cl)Cl)Cl)Cl)Cl)Cl,30,training
,,,,,,,,,,,,,,,,-0.142667504,,,,,,,,,,,,,,,,,,,,,,CCCCCCCCCCCCN=C(N)N.CC(=O)O,4,training
,,,,,,,,,,,,,,,,2.152288345,,,,,,,,,,,,,,,,,,,,,,CN(C)C(=O)C1=CC=CC=C1NS(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,4,training
,,,,,,,,,,,,,,,,2.763427994,,,,,,,,,,,,,,,,,,,,,,C1=CC=CC=C1,1,training
,,,,,,,,,,,,,,,,2.217483944,,,,,,,,,,,,,,,,,,,,,,C1=CC=CC=C1,1,training
,,,,,,,,,,,,,,,,1.740362689,,,,,,,,,,,,,,,,,,,,,,CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C,4,training
,,,,,,,,,,,,,,,,0.875061264,,,,,,,,,,,,,,,,,,,,,,CCSC(=O)N(CC(C)C)CC(C)C,4,training
